BUTANTA / CORONAVAC,3
3 DOSES,3
VACINA COVID-19 - BNT162B2 - BIONTECH/FOSUN PHARMA/PFIZE,3
FUNDACAO BUTANTAN- CORONAVAC,3
OXFORD\FIOCRUZ,3
NAO SE LEMBRA,3
BUTANTA/CORONACAC,3
NAO SE RECORDA,3
02 DOSES- NAO SOUBE INFORMAR LABORATORIO,3
MIN DA SAUDE,3
BUTANTAN -CORONAVAC,3
BUTATAN (CORONAVAC),3
CORONOVAK,3
FIOCRUZ ASTRAZENECA/OXFORD,3
BUATANTAN,3
1° DOSE,3
FIO CRUZ (ASTRAZENICA),3
"RECOMBINANTE, JANSSEN (AD26.COV2.S)",3
CORONOVAC - TOMOU AS 2 DOSES,3
SINAVAC/BUTANTAN,3
CHADOX1 NCOV-19,3
ASTRAZENECA/OXFOR/FIOCRUZ,3
1º/2º DOSE CORONAVAC S/DATA ESPECIFICADA,3
VACINA COVID-19 COVISHIELD,3
PFEISER/BIONTECH,3
BUTANTAN CORONOVAC,3
OXFORD - FIO CRUZ,3
COROAVAC,3
PFIZER (SEM INFORMACAO DE DATA),3
(CORONAVAC),3
1º/2ºDOSE CORONAVAC S/DTA ESPECIFICADA,3
COVISHILD,3
CORONAVAC/ INSTITUTO BUTANTAN,3
NAO INFORMADA,3
CORONAVAC/ NAO SOUBE INFORMAR DATAS,3
1ºDOSE OXFORD,3
ASTRA/ZENECA,3
VACINA COVID-19 - COVISHIELD FUNDACAO OSWALDO CRUZ,3
CORONAVAC (SINOVAC/ BUTANTAN),3
ASTRA ZENECA/OXFORD,3
OKFORD,3
2 DOSES CORONAVAC.,3
"2 DOSES CORONAVAC, NAO SABE DATAS",3
FIOCRUZ-ASTRAZENECA,3
ASTRAZENICAQ,3
CORONAVAC;BUTANTAN,3
PFIZER (NAO SABE INFORMAR DATA),3
COVISHIELD-ORFORD-FIOCRUZ,3
BTT,3
"OXFORD, FIOCRUZ",3
CORONAVAC/ BUTTANTAN,3
BOTANTAN,3
ASTRAZENICA 1ª DOSE,3
COVISHILD ASTRAZENICA,3
COVISHIELD/ASTRAZENECA/FIOCRUZ,3
CORONAVAC 2º DOSE,3
OXFORD/ASTRA ZENECA,3
ASTRAZENECA/OXFOR,3
JENSEN,3
2 DOSES BUTANTAN,3
ASTRAZENCECA,3
CONAVAC,3
VACINA COVID-19 - BNT162B2 - BIONTECH / FOS,3
ASTRAZ,3
CORONAVA/BUTANTA,3
ASTRAZENECA/FC,3
OXFORD/FIOCUZ,3
SEM INFORMACAO 2 DOSES,3
FIOCRUZ - OXFORD,3
ASTAZENICA,3
CARONAVAC,3
NAO TOMOU NENHUMA VACINA,3
CORANAC,3
ASTRAZENICA (FIOCRUZ),3
COVAXIN,3
OXFORD/FRIOCRUZ,3
JONSSEN,3
CORONAVAC- SINOVAC,3
ASTRA ZENICA  2 DOSES,3
COVISHIELD-FIO CRUZ,3
CHADOX  OXFORD,3
OSFORD FIOCRUZ,3
ASTRAZENENCA/FIOCRUZ,3
TOMOU AS DUAS DOSES DA CORONAVAC,3
AZTRASENECA,3
ASTRAZENECA/,3
PFIZER(COMIRNATY),3
COVID-19-COVISHIELD-OXFORD/FIOCRU,3
ASTRAZENECA  1 DOSE,3
COVID-19-CORONAVAC-SINOVAC,3
SINOVAC / BUTANTAN / CORONAVAC,3
BNT162B2 - BIONTECH/FOSUN,3
COVID-19 - CHADOX1 NCOV-19,3
CORONAVAC (SINOVAC/BUTANTAN),3
COVID-19-CORONAVAC-SINOVAC/BUTANTAN LOTE,3
ASTRAZENECA/ PFIZER,3
INSTITUTO BUTATAN,3
OBS:2 DOSES,3
PFIZER MANUFACTURING BELGIUM NV - BELGICA,3
NAO VACINOU CONTRA COVID 19,3
JANSEN DOSE UNICA,3
FUNDACAO BUTANTAN/CORONAVAC,3
SINVAC/BUTANTAN,3
COVID,3
ASTRAZENEC,3
ASTRAZENECA AB,3
COVISHIELD/OXFORD-FIOCRUZ,3
ASTRAZENECA - OXFORD - FIOCRUZ,3
ASTRASENECA,3
ORONAVAC-SINOVAC/BUTANTAN,3
PFIZER (1ª DOSE),3
VACINA COVID-19 - COVISHIELD/FUNDACAO OSWALDO CRUZ,3
CORONAVAC 2 DOSE,3
INSTITUTO SERIUM,3
OXFORD/FIOCRUZ/ASTRAZECECA,3
CORONVAC/ BUTANTAN,3
AS DUAS DOSES CORONAVAC,3
ASTRAZENECA E CORONAVAC,3
COVID 19 CORONAVAC SINOVAC BUTANTAN,3
FICORUZ,3
CORONAVAC BUT,3
BUTANATN,3
JANSSEN DOSE UNICA,3
ASTRAZRNICA,3
NAO SABE INFORMAR DATA E LABORATORIO,3
FIOCRUZ -ASTRAZENECA,3
JANSSEN (DOSE UNICA),3
ASTRANENECA/OXFORD/FIOCRUZ,2
ASTRAZENECA/FIO,2
PACIENTE TOMOU DUAS DOSES DA CORONAVAC,2
JANSSEN PHARMACEUTICA NV,2
SINOVC/BUTANTAN,2
BBUTANTAN,2
SEM RELATOS,2
ASTRAZENEZA/OXFORD/FIOCRUZ,2
TOMOU A PRIMEIRA DOSE DA VACINA PFIZER.,2
INST BUTANTA/CORONAVAC,2
CORONA VAC/ BUTANTAN,2
ASTRAZENICA 2 DOSE,2
CORONAVAC/ SINOVAC,2
JONHSON,2
PHIFER,2
NAO TOMOU NENHUMA DOSE DA VACINA.,2
BUTANTAN CORONAVC,2
CORONAVAC 2A DOSE EM ABRIL DE 2021,2
FIOCRUX,2
SEM REGISTRO,2
1ªDOSE,2
UMA DOSE PFIZER,2
FHIZER,2
RECEBEU AS DUAS DOSES DA CORONAVAC,2
NAO TOMOU NENHUMA DOSE DE VACINA CONTRA COVID 19.,2
OXFORT/FIOCRUZ,2
FUNDACAO OSWALDO CRUZ- ASTRAZENEKA,2
PFIZER CORMINATY,2
COVISCHIELD/OXFORD/FIOCRUZ,2
PLIZER,2
PFIZEER,2
FIO CRUZ (ASTRAZENECA),2
CHADOX1 NOOV-19,2
FUNDACAO OSWALDO CRUZ VACINA COVID-19 - COVISHIELD,2
ASTRAZENICA / FIO CRUZ,2
OXORD/FIO CRUZ,2
HAS,2
ASTRAZENECA 1ª DOSE,2
VACINA COVID-19 - BNT162B2 -BIONTECH/FOSUN PHARMA/PFIZER,2
ASTRAZENECA / OXFORD/ FIOCRUZ,2
"2º DOSE EM MARCO,CORONAVAC",2
OXFORD- FIO CRUZ,2
ASTRAZENECO,2
1° DOSE DA PFIZER,2
SISTEMA VIDA NAO DISPOE ESSA INFORMACAO.,2
ASTRAZINCA,2
C,2
2 DOSE ASTRAZENICA,2
1ª ASTRAZENECA 2ª COVISHIELD-OXFORD/FIOCRUZ,2
ASTARZENICA,2
AZTRAZENIA,2
ASTRAZENECA/OXFORT,2
ANTRAZENECA,2
COVISHIEL OXFORD,2
BUTANTAN (NAO INFORMOU A DATA),2
CONORAVAC,2
CORNAVAC BUTANTAN,2
ASTRA ZENEZA,2
BUTANTAN SINOVAC CORONAVAC,2
SINOVAC/ BUTANTAM,2
ASTRAZENECA / FIO CRUZ,2
FIO CRUZ(ASTRAZENICA),2
CORONAVAC / BUTANTAM,2
OXFORDA,2
SINONAVAC,2
MINISTERIO DA SAUDE - JANSSEN,2
BUTATAN/ CORONAVAC,2
ASTRAZENECA- FIOCRUZ,2
CORONAVAC 2 DOSES EM ABRIL,2
"1° DOSE FIOCRUZ, 2° DOSE ASTRANZENICA",2
2 DOSES - ASTRAZENECA,2
AS,2
FUNDACAO OSWALDO CRUZ--VACINA COVID-19 - COVISHIELD,2
CORONAVAC / 2º DOSE,2
SONOVAC BUTANTAN,2
1ª DOSE ASTRAZENICA,2
ASTRAZENECA FICORUZ,2
CORONAVAC SINOVAC BUTATAN,2
CORONAVAC AS 2 DOSES,2
CORONAVAS,2
BUNTANTA,2
FIOCRUZ - FUNDACAO OSWALDO CRUZ,2
FUNDACAO BUTANTAN-COVID-19-CORONAVAC-SINOVAC/BUTANTAN,2
ASRTAZENICA,2
FIOCRUZ ASTRA ZENECA,2
SINOVACIBUTANTAN,2
FIOCRUZ/ ASTRA ZENECA,2
OXFORD ARTRAZENICA,2
2 DOSE ASTRAZENECA,2
ASTRAZENECA/ FIOCRUZ.,2
BUTANTAN- CORONA VAC,2
BUTATAN /SINOVAC,2
215VCD154Z,2
BUTANTAN - CORONOVAC,2
REFERE DUAS DOSES DA VACINA COVID-19,2
LABORATORIO BUTANTA,2
TOMOU AS 2 DOSES,2
P- FIZER,2
CORONAVAC / SINOVAC,2
CORONAVAC - SINOVAC BUTANTAN,2
1º DOSE CORONAVAC,2
1ª DOSE DA PFAIZER,2
1DOSE ASTRAZENICA,2
COROVAC/BUTANTAN,2
CORNONAVAC,2
INSTITUTO  BUTANTAN,2
2 DOSES CORONA VAC,2
PTIZER,2
2 DOSES OXFORD,2
1º DOSE (ASTRAZENECA),2
PFIZER PRIMEIRA DOSE,2
CORONAVAC/SINOVAC/ BUTANTAN,2
FUNDACAO OSWALDO CRUZ/ASTRAZENECA/OXFORD,2
NAO INFORMOU,2
COVI-19-CORONAVAC-SINOVAC/BUTANTAN,2
SINAVAC / BUTANTAN,2
VERIFICAR,2
FUI CRUZ,2
2 DOSES  ASTRAGENICA,2
1ª DOSE OXFORD,2
OXFORD/OSWALDO CRUZ,2
OXFFORD,2
OSFORD ASTRAZENECA,2
"FIOCRUZ, ASTRAZENECA",2
PHYZER,2
ASTRAZENECA/OXOFORD/FIOCRUZ,2
TOMOU A 1ª DOSE DA VACINA PARA COVID,2
2º DOSE CORONAVAC EM ABRIL,2
CORONAVAC-SINOVAC /BUTANTAN,2
ASREAZENECA,2
FOI CRUZ,2
CRONAVAC/BUTANTAN,2
CORNOVAC,2
BUTANTAN DUAS DOSES,2
BUUTANTAN,2
COVISHIELD FUND OSWALDO CRUZ,2
JOHNSON & JOHNSON/JANSSEN,2
CORONAVAC/,2
AZTRAZENECA FIO CRUZ,2
COVISHIED,2
OXFORD/ BUTANTAN,2
LABORATORIO FIOCRUZ,2
PFIZER - BIONTECH,2
CORONAVAC- SINOVAC / BUTANTAN,2
2 DOSES DA ASTRA ZENECA,2
"BUTANTAN,CORONAVAC",2
PFIZR,2
CORONAVAC - TOMOU 1ª DOSE,2
(ASTRAZENECA),2
NAO INFOMRADO,2
CORONAVA BUTANTAN,2
OXFORD-ASTRAZENECA COVISHIELD,2
ATRASZENECA,2
DUAS DOSE CORONAVAC,2
ASTRAZENECA/ FIOCRUZ (COVISHIELD),2
ASTRAZENECA/OXFORD/FIOCRU,2
BUTANTAN-SINOVAC,2
BUTATAN-CORONAVAC,2
SINOVAC- CORONAVAC,2
CORONAVAC-SINOVAC/BUTANATAN,2
1 E 2 DOSE CORONAVAC,2
ASTRAZENECA DUAS DOSES,2
1 DOSE DA VACINA,2
VACINA COVID-19 - BNT162B2 - BIONTECH / FOSU,2
BUTANTAN CORANAVAC,2
OXFORD FRIOCRUZ,2
ASTRAZENECA - TOMOU AS 2 DOSES,2
OXFORD  ASTRAZENICA,2
CORONAVAC (SIC),2
"CORONAVAC, 2 DOSES.",2
22,2
COVISHIEL ASTRAZENICA,2
CORONAVAC AS DUAS DOSES,2
VACINA ADSORVIDA COVID 19 INATIVADA,2
BUTATAN / CORONAVAC,2
1º E 2º DOSE DA CORONAVAC,2
D1 ASTRAZENICA,2
ASTRAZAENICA,2
"BIONTECH, PFIZER",2
TOMOU 1 DOSE DA ASTRAZENECA,2
CORONACVAC,2
ASTRAZENICA -FIOCRUZ,2
ASTRAZENECA FIOCRUZ COVISHIELD,2
FIOCRZ,2
OBS: 2DOSE,2
ASTREAZENICA,2
INSTITUTO BUTANTAM,2
2 DOSES DE ASTRAZENECA,2
ASTRAZENICA/ FIO CRUZ,2
ASTRAZENECA 1ª DOSE EM MAIO DE 2021,2
02 DOSES CORONAVAC - SEM CARTAO PARA VER DATAS,2
PFEZER,2
BUNTANTAN - CORONAVAC,2
EY0579,2
ASTRAZENECA - COVISHIELD,2
OXFORDQ,2
COVID-19-COVISHIELD-OXFORD,2
2 DOSES DE ASTRAZENECA/OXFORD,2
1 DOSE ASTRAZENECA 06/2021,2
02 DOSES DE ASTRAZENICA,2
RECEBEU DUAS DOSES,2
SATRAZENICA,2
2 DOSES / CORONAVAC,2
BUTANATAN CORONAVAC,2
OXFORD/ASTRAZENICA/FIOCRUZ,2
FIOCRUZ-ASTRAZENICA,2
ASTRAZENICA OXFORD FIOCRUZ,2
DOSE UNICA,2
NAO TROUXE CARTAO DE VACINA,2
SEM INFORMACAO EM PRONTUARIO,2
ASTRAZENECA/COVISHIELD,2
2 DOSES DA OXFORD,2
1 DOSE DA ASTRAZENECA,2
FIOCRUZ /ASTRAZENECA,2
FIOCRUZ/ PFIZER,2
ASTRAZENECA /FIO CRUZ,2
??,2
ATRAZANECA,2
OXFORD (ASTRAZENECA),2
ASTRANEZA,2
CORONA VAC 2 DOSES,2
1°DOSE DA PFAIZER,2
OXFROD/FIOCRUZ,2
FAZER,2
PFIZER E BIONTECH,2
"VACINA COVID-19-RECOMBINANTE, JANSSEN (AD26.COV2.S",2
CIVISHIELD ASTRAZENECA,2
BUTANTAN ( CORONAVAC ),2
2 DOSES ASTRA ZENECA,2
ASTRAZENECA 1 DOSE EM JULHO,2
AZTROZENICA,2
CORONAVAC - DUAS DOSES MARCO E ABRIL,2
FUNDACAO OSWALDO CRUZ- COVISHIELD,2
1° E 2° DOSE DA ASTRAZENICA,2
CORONAVAC/BUTANATAN,2
ASTRAZENENCA/OXFORD/FIOCRUZ,2
ASTRAZENICA /FIO CRUZ,2
SONOVAC,2
NAO SABE DIZER,2
CORONACAV/BUTANTAN,2
NAO CONSTA,2
OSWALDO CRUZ - COVISHIELD,2
-PFIZER (COMIRNATY),2
2ª DOSE CORONAVAC,2
COMINART,2
CORONAVAC;BUTATAN,2
FUNDACAO OSWALDO CRUZ COVISHIELD,2
COVISHIELD - OXFORD - FIOCRUZ,2
2 DOSES CORONAVAC MARCO,2
CORONAVAC 1ª E 2ª DOSE,2
ASTRAZANECA/OXFORD/FIOCRUZ,2
VACINA COVID-19 PFIZER,2
COV19 CORONAVAC SINOVAC BUTANTAN,2
CORONAVAC- SINOVAC-BUTANTAN,2
JANSSEN -CILAG,2
COMIRNATY PFIZER,2
COVISHIELD-ASTRA ZENICA,2
VACINADA COM 2 DOSES CORONAVAC,2
NAO SABE QUAL,2
PFFIZER,2
PRIMEIRA DOSE DA VACINA ASTRAZENECA,2
ASTRAZINICA,2
CORONAVAC/FIOCRUZ,2
TOMOU AS DUAS DOSES CORONAVAC,2
CORONAVAC - DUAS DOSES - FEVEREIRO E MARCO,2
FIOCRUZ/ BUTANTAN,2
SINIVAC / BUTANTAN,2
VACINADO 2 DOSES,2
NAO TOMOU NENHUMA DOSE DA VACINA PORQUE NAO QUIS.,2
CORONAVAC DUAS DOSES FEVEREIRO E MARCO 2021,2
CORUSHIELD/OXORD/FIOCRUZ,2
FIO  CRUZ,2
OSFORD/ ASTRA ZENECA,2
ASTRAZENECA/ OXFOR/ FIOCRUZ,2
FPIZER,2
2 DOSES CORONAVC,2
1º DOSE DA VACINA ASTRAZENECA.,2
OXFORD/FOICRUZ,2
ASTRAZENICA - DUAS DOSES,2
OXFORD - 1ª DOSE EM JULHO,2
INSTITUTO BUTANATAN,2
ASTRAZENECA OXFORD/FIOCRUZ,2
ASTRAZANECA/ FIO CRUZ,2
BNT162B2 - PFIZER/BIONTECH,2
ASTRAZENICA UMA DOSE > 15 DIAS,2
OXFORD/BUTANTAN,2
COVID-19-ASTRAZENECA/OXFORD/FIOCRUZ,2
CORONAVAC (BUTANTA),2
ORFORD FIOCRUZ,2
OBS 1,2
CHADOX/ OXFORD,2
"ASTRAZENECA, OXFORD",2
ASTRAZENICA  - FIOCRUZ,2
AZTRAZENECA FIOCRUZ,2
FIOCRUZ D1,2
213VCDO37W,2
CORONAVC BUTANTA,2
ESTRAZENECA,2
ASTRAZENECA COVISHIELD,2
CORONAVAC/ FUNDACAO BUTANTAN,2
2º DOSE OK,2
COVID-19-COVISHIELD-OXIFORD/FIOCRUZ,2
DUAS DOSES ASTRAZENICA,2
BUTANTAN/ CORANAVAC,2
BUTATAM CORONAVAC,2
CORONAVAC/ BUTANTAM,2
CORONAVAC/ SINOVAC/BUTANTAN,2
PFIZAER,2
BIONTECH - PFIZER,2
OXDORD,2
"OXFORD, ASTRAZENECA",2
OXFORD-AZTRAZENECA COVISHIELD,2
1ª DOSE ASTRAZENECA (ABRIL/21),2
OXFORD/ASTRA,2
ASTRAZENECA / PFIZER,2
CORONAVAC 02 DOSES,2
214VCD096Z,2
1°/2ºDOSE CORONAVAC S/ DATA ESPECIFICADA,2
1° DOSE ASTRAZENICA,2
FICOCRUZ,2
CORONAVAC IB,2
ASTRAZENECA /  OXFORD,2
1 DOSE DE ASTRAZENICA,2
TOMOU 2 DOSES DA VACINA CORONAVAC,2
SINOVAC/I. BUTANTAN,2
ASTRAZENECA  2 DOSES,2
OXFORD / FIOCRUL,2
PIO CRUZ,2
OXFORD-ASTRAZENECA-FIOCRUZ,2
ASTRAZENECA?,2
JANSEEN,2
FIOCRUZ / ASTRAZENECA - OXFORD,2
1º DOSE (OXFORD) NAO LOCALIZO EM APP,2
SINOVAC - BUT.,2
1° E 2° CORONAVAC,2
VACINA COVID-19 - CORONAVAC,2
ORFORD/FIOCRUZ,2
VACINA JANSSEN,2
CORONAVAC/ BUTATAN,2
"ASTRAZENICA, FIOCRUZ",2
2 DOSES - CORONAVAC,2
FIIOCRUZ,2
AS 2 DOSES DE ASTRAZENICA,2
2º DOSE CORONAVAC NAO SOUBE INFORMAR A DATA,2
2ª DOSE DE CORONAVAC EM MARCO/21,2
MINISTERIO DA SAUDE/PFIZER,2
GENOA,2
BUTANTAN /SINOVAC,2
ASATRAZENICA,2
FIO RUZ,2
AS TRAZENICA,2
ASTRAZENECA - FUNDACAO OSWALDO CRUZ,2
VACINA COVID-19-PFIZER (COMIRNATY,2
INSTITUTO FIOCRUZ,2
"TOMOU AS 2 DOSES, POREM NAO LEMBRA DATA",2
"SINOVAC, BUTANTAN",2
VACINACAO: 2 DOSES CORONAVAC,2
JANSON,2
FEIZER,2
SAO SABE INFORMAR,2
ASTROZEMICA,2
DUAS DOSES DA VACINA ASTRAZENECA,2
COVISCHIELD,2
OBS 1 DOSE,2
ASTRAZENECA- FIOCRUZ/ OXFORD,2
DUAS DOSES CORONAVC,2
OXFORD ASTRZENECA,2
CORONAVAC /BUTATAN,2
ASTRAZENECA (1 DOSE),2
ASTRAZENECA /OXFORD /FIOCRUZ,2
PFIZER COMIRNATY,2
AZTRAGENICA,2
CORONAVAC -,2
1º/2ªDOSE CORONAVAC S/DATA ESPECIFICADA,2
CORONAVAC (DUAS DOSES).,2
0XFORD,2
VACINA COVID-19 - BNT162B2 - BIONTECH / FOSUN PHARMA / PFIZE,2
1° E 2° DOSE,2
BIONTECHI,2
CORONAVAC-BUTANTAN-SINOVAC,2
CORONAVAC FUND. BUTANTAN,2
UNIVERSIDADE DE OXFORD/ASTRAZENECA,2
FUNDACAO BUTANTAN LABORATORIO,2
SINOVAC -  BUTANTAN,2
BIONTECH- PFIZER,2
OXFORDE,2
BUTANTAN CORONAC,2
AD26.COV2.S - JANSSEN-CILAG,2
OXFOR/ASTRAZENECA,2
NAO SABE O LABORATORIO,2
CORONAVAC ( BUTANTAN),2
FUND. OSWALDO CRUZ/ COVISHIELD,2
PFLZER/BIONTECH,2
OSWALDO CRUZ/ COVISHIELD,2
FRIO CRUZ - ASTRAZENECA,2
FUNDACAO OWALDO CRUZ,2
FIO CRUZ- OXFORD,2
PFIZER DUAS DOSES > 15 DIAS,2
MAIO/2021,2
VACINA CORONAVAC-SINOVAC/BUTANTAN,2
NAO INF,2
COMINARTY,2
CORONAVAC 2ª DOSE,2
COTRONAVAC,2
2 DOSES COMPLETAS,2
FIO CRUZ / ASTRAZENICA,2
ASTRAZENCA OXFORD,2
SINOVAC/CORONAVAC/BUTANTANT,2
2 DOSES CORONOVAC,2
FIO CUZ,2
N/S,2
-COVISHIELD-OXFORD/FIOCRUZ,2
CORO,2
BUTANTAN/CORONAVC,2
CORONAVAC/BUTATA,2
1º/2º DOSE S/DATA ESPECIFICADA,2
OXFORD/FIOCRUZ/COVID-19-ASTRAZENECA,2
JASSEN DOSE UNICA,2
JANSSEN (JOHNSON & JOHNSON),2
1º/2º DOSE ASTRAZENECA S/DATA ESPECIFICADA,2
FIOCRUZ/BIOMANGUINHOS,2
1D: OXFORD/ 2D: ASTRAZENICA,2
COMIRNATY/PFIZER,2
CORONAVAC DUAS DOSES - FEVEREIRO E MARCO,2
2 DOSES DA VACINA,2
"ASTRAZENECA, FIOCRUZ",2
ASTRAZENECA (OXFORD),2
RECEBEU AS DUAS DOSES,2
SINOVAL,2
CORONA-VAC,2
FIO CRUZ-ASTRAZENECA,2
FIOCRUZ - COVISHIELD,2
SINOVAC - SEM OUTROS DADOS,2
CORONAVAC-SINOVAC BUTANTAN,2
CORONAVAC INSTITUTO BUTANTAN,2
JANSSEN ( DOSE UNICA ),2
ASSTRAZENECA,2
2 DOSES CORONAVAC;,2
1ºDOSE PFIZER,2
ASTRAZENCA/FIO CRUZ,2
PFIZAR,2
CORONAVAC(NAO SABE DATAS),2
BUTANTAN - 1ª DOSE,2
"2º DOSE,NAO SOUBE INFORMAR A DATA",2
ZINOVAC BUTANTAN,2
COVISHIELD-ASTRAZENECA,2
CORONAVAC - BUTATA,2
VACINA ASTRAZENECA,2
OXORFORD,2
DUAS DOSES DA VACINA,2
COVISHIELD-OXFORD,2
OXFORD ASTRANGENICA,2
VACINA COVID-19 - BNT162B2 - BIONTECH/FOSUN PHARMA/PFIZER LOTE,2
CINOVAC,2
1º/2ºDOSE ASTRAZENECA S/DATA ESPECIFICADA,2
1º DOSE PFIZER,2
CHADOX1,2
TOMOU AS DUAS DOSES,2
SINOVAC/CORONAV,2
TOMOU A PRIMEIRA DOSE DA VACINA,2
1ª E 2ª DOSE CORONAVAC,2
FINDACAO OSWALDO CRUZ,2
CORONAVAC-SINEVAC/BUTANTAN,2
TOMOU AS DUAS DOSES DA VACINA ASTRAZENECA,2
CORONVAC-SINOVAC/BUTANTAN,2
BUNTATAN,2
CONOVAC,2
OXFORD /ASTRAZENECA,2
AASTRAZENICA,2
OXFORD/ASTRAZENICA-AZD1222,2
ASTRAZENECA 1º DOSE,2
FIOCRUZ AZTRAZENECA,2
BUNTANTAM,2
CORONAVAC/BUTANTAN - FUNDACAO BUTANTAN,2
OXFORD  FIOCRUZ,2
OXFORD AZTRAZENECA,2
NAO CADASTRADO,2
UMA DOSE,2
BIONTECH / FOSUN PHARMA / PFIZER,2
ASTRAZENECA - SEM OUTROS DADOS,1
CIVISHIELD-OXFORD/FIOCRUZ,1
PFIZER  2 DOSES,1
CORONAVAC FUND BUTANTAN,1
AZTRAZENEZA/OXFORD,1
NAO REALIZOU NENHUMA DOSE DA VACINACAO,1
NAO REALIZOU POR VONTADE PROPRIA,1
2 DOSSES NAO SABE A DATA,1
ASTRA-ZENEKA,1
CORONAVAC VEIO ASSIM NA FICHA,1
SINOVAC = L210077,1
05/2021 2ª DOSE DA CORONAVAC,1
COVISHIELD OXFORD/FIO CRUZ,1
CORIZA,1
DUAS ASTRAZENECA (ULTIMA DOSE EM 05/2021),1
BITANTA,1
1ª DOSE DE ASTRAZENICA EM 06/21,1
OSWALDO CRUZ/ AZTRAZENECA,1
ASTRAZENICA HA 11 DIAS,1
2 DOSES NAO SOUBE INFORMAR,1
2 D - MAS SEM INFORMACAO DE QUAL,1
TOMOU 2 DOSES DA CORONAVAC.,1
AASTRAZENECA 2 DOSES,1
INFORMA DUVIDA EM RELACAO A ADMISNISTRACAO,1
FUND BUTANTAN,1
2 DOSES - VACINA IGNORADA,1
UNIVERSIDADE DE OXFORD/ASTRAZENICA,1
CORONAVAC-SINOVAC/BUTANTN,1
VACINA CORANAVAC,1
TOMOU A 01 DOSE DA VACIANA ASTRAZENECA,1
1 DOSE DE VACINA OXFORD,1
"ASTRAZENICA, MAS NAO INFORMOU A DATA",1
ATRAZENCA,1
PFAZZER,1
1° ASTRAZENICA,1
PZER,1
BUTANTANTAN/CORONAVAC,1
ASTRAZENENCA FIOCRUZ,1
NAO INFORMOU A DATA,1
CORONOVAC   2ª DOSE EM MAIO,1
FIOVRUZ - ASTRAZENICA,1
"""""""""""""""""""""""""""""""""SEGUNDA DOSE NO FINAL DE JUNHO"""""""""""""""""""""""""""""""" NAO INFORMADA VACINA E DATA",1
OXFORT-ASTRAZENECA,1
NAO APRESENTOU CARTAO VACINAL,1
BUTATNTAN,1
Ñ SABE INFORMAR DATA,1
JANSSEN CILAG - MINISTERIO DA SAUDE,1
ASZTRAZENECA/FIOCRUZ,1
"1º DOSE PFIZER ,NAO SOUBE INFORMAR A DATA",1
3 DOSE CORONAVAC S/ DATA ESPECIFICADA,1
ASTRZENICA- FIOCRUZ,1
VACINACAO PARA COVID COM DUAS DOSES,1
ASTRAZANEC,1
DUAS DOSES/ SEM DATA,1
CORONAVAC DUAS DOSES TEVE PERDA DE FORCA E AFSIA,1
"2º DOSE EM MAIO,CORONAVAC",1
ASTRAZENCIA/OXFORD/FIOCRUZ,1
"ASTRAZENICA, TOMOU 2 DOSES, NAO SABE DATA",1
ASTRAZENICA/CORONAVAC,1
1 DOSE- ASTRAZENECA,1
CORONAVAC - 2ª DOSE.,1
OXOFRD/FIOCRUZ,1
BIUTATAN,1
BUTANTTAN,1
INVESTIGAR. 2DOSES,1
DUAS DOSE DA VACINA CONTRA COVID-19 (CORONAVAC).,1
CORONAVAC BUTANTAN/SINOVAC,1
SINOVAC / ASTRAZENECA,1
1 DOSE CONTRA COVID (ASTRAZENICA),1
2 DOSES DA PFIZER,1
OXFORF/BUTANTAN,1
S/OUTROS DADOS,1
CORONOCAC  2 DOSES,1
SINOVAC/FUNDACAO BUTANTAN,1
1º DOSE VACINA PARA COVID ASTRAZENECA,1
1 D ASTRAZENICA,1
OXFORD  FRIOCRUZ,1
FIOCRUZ COVISHIELD,1
S/I,1
OXI FORD ATZ,1
NAO INFRMADO,1
COVISHIELD-OFXORD-FIOCRUZ,1
2 DOSES DE VACINA PARA COVID DA PFIZER,1
XADOX1 NCOV19,1
TOMOU A 1ª DOSE VACINA PARA COVID .,1
CORANAVAC- BUTANTAN,1
CORONAVAV/BUTANTAN,1
ASTRAZENECA// FIOCRUZ,1
VACINA DIA 10/06 1ª DOSE ASTRAZENICA,1
"CORONOVAC, NAO SABE A DATA DA PRIMEIRA DOSE",1
CORONAVAC DUAS DOSES < 15 DIAS,1
"2 DOSES,NAO REFERE FABRICANTE NEM DATA",1
FIOBRUZ,1
COVISHIELD /ASTRAZENECA,1
2 DOSES CORONAVAC MAIO E JUNHO,1
"SEM DATA 1ªDOSE, E SEM LABORATORIO. VACINADO COM DUAS DOSES.",1
"TOMOU A 1° VACINA ASTRAZENECA,",1
ASTRAZENICA  1ª DOSE EM JUNHO,1
PRIMEIRA DOSE ASTRAZENECA,1
ASTRAZENECA/SERUN,1
"SIM  CORONAVAC, 2 DOSES.",1
ATRAZENECA/FIOCRUZ,1
ASTRAZENICA ( FIOCRUZ ),1
2 DOSES NAO SABE INFORMA DATA E NOME,1
OSWALDO CRUZ.,1
2 DOSES /ASTRAZENECA/NAO REFERE DATA,1
"NAO INFORMADO, POREM FEZ AS 2 DOSES",1
ASTRAZENICA/CHADOX1COV-19,1
1 DOSE ASTRZENICA,1
"2º DOSE SIM,NAO SOBE INFORMAR A DATA",1
2 DOSES   ASTRAZENICA,1
VACINADA: PFIZER 1º (13/07/2021),1
NAO SOUBE INFORMAR DATA,1
1º DOSE (NAO LOCALIZO NO APP),1
